trip_id,arrival_time,departure_time,stop_id,stop_sequence
SWAN_SWAN_IN_1,8:08:00,8:08:00,SWAN_S0115,46
SWAN_SWAN_IN_1,8:11:00,8:11:00,SWAN_S0116,47
SWAN_SWAN_IN_1,8:12:00,8:12:00,SWAN_S0117,48
SWAN_SWAN_IN_1,8:13:00,8:13:00,SWAN_S0118,49
SWAN_SWAN_IN_1,8:14:00,8:14:00,SWAN_S0119,50
SWAN_SWAN_IN_1,8:15:00,8:15:00,SWAN_S0120,51
SWAN_SWAN_IN_1,8:17:00,8:17:00,SWAN_S0121,52
SWAN_SWAN_IN_1,8:20:00,8:20:00,SWAN_S0122,53
SWAN_SWAN_IN_1,8:24:00,8:24:00,SWAN_S0123,54
SWAN_SWAN_IN_1,8:27:00,8:27:00,SWAN_S0124,55
SWAN_SWAN_IN_1,8:29:00,8:29:00,SWAN_S0125,56
SWAN_SWAN_IN_1,8:31:00,8:31:00,SWAN_S0126,57
SWAN_SWAN_IN_1,8:32:00,8:32:00,SWAN_S0127,58
SWAN_SWAN_IN_1,8:38:00,8:38:00,SWAN_S0076,59
SWAN_SWAN_IN_2,8:58:00,8:58:00,SWAN_S0076,1
SWAN_SWAN_IN_2,8:58:00,8:58:00,SWAN_S0036,2
SWAN_SWAN_IN_2,9:01:00,9:01:00,SWAN_S0077,3
SWAN_SWAN_IN_2,9:02:00,9:02:00,SWAN_S0078,4
SWAN_SWAN_IN_2,9:03:00,9:03:00,SWAN_S0079,5
SWAN_SWAN_IN_2,9:04:00,9:04:00,SWAN_S0080,6
SWAN_SWAN_IN_2,9:05:00,9:05:00,SWAN_S0081,7
SWAN_SWAN_IN_2,9:06:00,9:06:00,SWAN_S0082,8
SWAN_SWAN_IN_2,9:07:00,9:07:00,SWAN_S0083,9
SWAN_SWAN_IN_2,9:08:00,9:08:00,SWAN_S0084,10
SWAN_SWAN_IN_2,9:09:00,9:09:00,SWAN_S0085,11
SWAN_SWAN_IN_2,9:10:00,9:10:00,SWAN_S0086,12
SWAN_SWAN_IN_2,9:11:00,9:11:00,SWAN_S0087,13
SWAN_SWAN_IN_2,9:12:00,9:12:00,SWAN_S0088,14
SWAN_SWAN_IN_2,9:13:00,9:13:00,SWAN_S0089,15
SWAN_SWAN_IN_2,9:14:00,9:14:00,SWAN_S0090,16
SWAN_SWAN_IN_2,9:15:00,9:15:00,SWAN_S0091,17
SWAN_SWAN_IN_2,9:16:00,9:16:00,SWAN_S0092,18
SWAN_SWAN_IN_2,9:17:00,9:17:00,SWAN_S0093,19
SWAN_SWAN_IN_2,9:18:00,9:18:00,SWAN_S0094,20
SWAN_SWAN_IN_2,9:19:00,9:19:00,SWAN_S0096,21
SWAN_SWAN_IN_2,9:21:00,9:21:00,SWAN_S0097,22
SWAN_SWAN_IN_2,9:22:00,9:22:00,SWAN_S0098,23
SWAN_SWAN_IN_2,9:29:00,9:29:00,SWAN_S0099,24
SWAN_SWAN_IN_2,9:30:00,9:30:00,SWAN_S0100,25
SWAN_SWAN_IN_2,9:32:00,9:32:00,SWAN_S0101,26
SWAN_SWAN_IN_2,9:33:00,9:33:00,SWAN_S0102,27
SWAN_SWAN_IN_2,9:38:00,9:38:00,SWAN_S0103,28
SWAN_SWAN_IN_2,9:39:00,9:39:00,SWAN_S0104,29
SWAN_SWAN_IN_2,9:41:00,9:41:00,SWAN_S0105,30
SWAN_SWAN_IN_2,9:42:00,9:42:00,SWAN_S0106,31
SWAN_SWAN_IN_2,9:43:00,9:43:00,SWAN_S0107,32
SWAN_SWAN_IN_2,9:44:00,9:44:00,SWAN_S0108,33
SWAN_SWAN_IN_2,9:45:00,9:45:00,SWAN_S0066,34
SWAN_SWAN_IN_2,9:46:00,9:46:00,SWAN_S0067,35
SWAN_SWAN_IN_2,9:48:00,9:48:00,SWAN_S0109,36
SWAN_SWAN_IN_2,9:50:00,9:50:00,SWAN_S0110,37
SWAN_SWAN_IN_2,9:56:00,9:56:00,SWAN_S0001,38
SWAN_SWAN_IN_2,10:11:00,10:11:00,SWAN_S0001,39
SWAN_SWAN_IN_2,10:12:00,10:12:00,SWAN_S0111,40
SWAN_SWAN_IN_2,10:13:00,10:13:00,SWAN_S0112,41
SWAN_SWAN_IN_2,10:15:00,10:15:00,SWAN_S0074,42
SWAN_SWAN_IN_2,10:16:00,10:16:00,SWAN_S0053,43
SWAN_SWAN_IN_2,10:17:00,10:17:00,SWAN_S0113,44
SWAN_SWAN_IN_2,10:18:00,10:18:00,SWAN_S0114,45
SWAN_SWAN_IN_2,10:19:00,10:19:00,SWAN_S0115,46
SWAN_SWAN_IN_2,10:23:00,10:23:00,SWAN_S0116,47
SWAN_SWAN_IN_2,10:24:00,10:24:00,SWAN_S0117,48
SWAN_SWAN_IN_2,10:25:00,10:25:00,SWAN_S0118,49
SWAN_SWAN_IN_2,10:26:00,10:26:00,SWAN_S0119,50
SWAN_SWAN_IN_2,10:27:00,10:27:00,SWAN_S0120,51
SWAN_SWAN_IN_2,10:29:00,10:29:00,SWAN_S0121,52
SWAN_SWAN_IN_2,10:32:00,10:32:00,SWAN_S0122,53
SWAN_SWAN_IN_2,10:36:00,10:36:00,SWAN_S0123,54
SWAN_SWAN_IN_2,10:39:00,10:39:00,SWAN_S0124,55
SWAN_SWAN_IN_2,10:41:00,10:41:00,SWAN_S0125,56
SWAN_SWAN_IN_2,10:43:00,10:43:00,SWAN_S0126,57
SWAN_SWAN_IN_2,10:44:00,10:44:00,SWAN_S0127,58
SWAN_SWAN_IN_2,10:51:00,10:51:00,SWAN_S0076,59
SWAN_SWAN_IN_3,10:52:00,10:52:00,SWAN_S0076,1
SWAN_SWAN_IN_3,10:52:00,10:52:00,SWAN_S0036,2
SWAN_SWAN_IN_3,10:55:00,10:55:00,SWAN_S0077,3
SWAN_SWAN_IN_3,10:56:00,10:56:00,SWAN_S0078,4
SWAN_SWAN_IN_3,10:57:00,10:57:00,SWAN_S0079,5
SWAN_SWAN_IN_3,10:58:00,10:58:00,SWAN_S0080,6
SWAN_SWAN_IN_3,10:59:00,10:59:00,SWAN_S0081,7
SWAN_SWAN_IN_3,11:00:00,11:00:00,SWAN_S0082,8
SWAN_SWAN_IN_3,11:01:00,11:01:00,SWAN_S0083,9
SWAN_SWAN_IN_3,11:02:00,11:02:00,SWAN_S0084,10
SWAN_SWAN_IN_3,11:03:00,11:03:00,SWAN_S0085,11
SWAN_SWAN_IN_3,11:04:00,11:04:00,SWAN_S0086,12
SWAN_SWAN_IN_3,11:05:00,11:05:00,SWAN_S0087,13
SWAN_SWAN_IN_3,11:06:00,11:06:00,SWAN_S0088,14
SWAN_SWAN_IN_3,11:07:00,11:07:00,SWAN_S0089,15
SWAN_SWAN_IN_3,11:08:00,11:08:00,SWAN_S0090,16
SWAN_SWAN_IN_3,11:09:00,11:09:00,SWAN_S0091,17
SWAN_SWAN_IN_3,11:10:00,11:10:00,SWAN_S0092,18
SWAN_SWAN_IN_3,11:11:00,11:11:00,SWAN_S0093,19
SWAN_SWAN_IN_3,11:12:00,11:12:00,SWAN_S0094,20
SWAN_SWAN_IN_3,11:14:00,11:14:00,SWAN_S0095,21
SWAN_SWAN_IN_3,11:14:00,11:14:00,SWAN_S0096,22
SWAN_SWAN_IN_3,11:16:00,11:16:00,SWAN_S0097,23
SWAN_SWAN_IN_3,11:17:00,11:17:00,SWAN_S0098,24
SWAN_SWAN_IN_3,11:24:00,11:24:00,SWAN_S0099,25
SWAN_SWAN_IN_3,11:25:00,11:25:00,SWAN_S0100,26
SWAN_SWAN_IN_3,11:27:00,11:27:00,SWAN_S0101,27
SWAN_SWAN_IN_3,11:28:00,11:28:00,SWAN_S0102,28
SWAN_SWAN_IN_3,11:33:00,11:33:00,SWAN_S0103,29
SWAN_SWAN_IN_3,11:34:00,11:34:00,SWAN_S0104,30
SWAN_SWAN_IN_3,11:36:00,11:36:00,SWAN_S0105,31
SWAN_SWAN_IN_3,11:37:00,11:37:00,SWAN_S0106,32
SWAN_SWAN_IN_3,11:38:00,11:38:00,SWAN_S0107,33
SWAN_SWAN_IN_3,11:39:00,11:39:00,SWAN_S0108,34
SWAN_SWAN_IN_3,11:40:00,11:40:00,SWAN_S0066,35
SWAN_SWAN_IN_3,11:41:00,11:41:00,SWAN_S0067,36
SWAN_SWAN_IN_3,11:43:00,11:43:00,SWAN_S0109,37
SWAN_SWAN_IN_3,11:45:00,11:45:00,SWAN_S0110,38
SWAN_SWAN_IN_3,11:50:00,11:50:00,SWAN_S0001,39
SWAN_SWAN_IN_3,12:05:00,12:05:00,SWAN_S0001,40
SWAN_SWAN_IN_3,12:06:00,12:06:00,SWAN_S0111,41
SWAN_SWAN_IN_3,12:07:00,12:07:00,SWAN_S0112,42
SWAN_SWAN_IN_3,12:09:00,12:09:00,SWAN_S0074,43
SWAN_SWAN_IN_3,12:10:00,12:10:00,SWAN_S0053,44
SWAN_SWAN_IN_3,12:11:00,12:11:00,SWAN_S0113,45
SWAN_SWAN_IN_3,12:12:00,12:12:00,SWAN_S0114,46
SWAN_SWAN_IN_3,12:13:00,12:13:00,SWAN_S0115,47
SWAN_SWAN_IN_3,12:16:00,12:16:00,SWAN_S0116,48
SWAN_SWAN_IN_3,12:17:00,12:17:00,SWAN_S0117,49
SWAN_SWAN_IN_3,12:18:00,12:18:00,SWAN_S0118,50
SWAN_SWAN_IN_3,12:19:00,12:19:00,SWAN_S0119,51
SWAN_SWAN_IN_3,12:20:00,12:20:00,SWAN_S0120,52
SWAN_SWAN_IN_3,12:22:00,12:22:00,SWAN_S0121,53
SWAN_SWAN_IN_3,12:25:00,12:25:00,SWAN_S0122,54
SWAN_SWAN_IN_3,12:29:00,12:29:00,SWAN_S0123,55
SWAN_SWAN_IN_3,12:32:00,12:32:00,SWAN_S0124,56
SWAN_SWAN_IN_3,12:34:00,12:34:00,SWAN_S0125,57
SWAN_SWAN_IN_3,12:36:00,12:36:00,SWAN_S0126,58
SWAN_SWAN_IN_3,12:37:00,12:37:00,SWAN_S0127,59
SWAN_SWAN_IN_3,12:43:00,12:43:00,SWAN_S0076,60
SWAN_SWAN_IN_4,12:43:00,12:43:00,SWAN_S0076,1
SWAN_SWAN_IN_4,12:43:00,12:43:00,SWAN_S0036,2
SWAN_SWAN_IN_4,12:46:00,12:46:00,SWAN_S0077,3
SWAN_SWAN_IN_4,12:47:00,12:47:00,SWAN_S0078,4
SWAN_SWAN_IN_4,12:48:00,12:48:00,SWAN_S0079,5
SWAN_SWAN_IN_4,12:49:00,12:49:00,SWAN_S0080,6
SWAN_SWAN_IN_4,12:50:00,12:50:00,SWAN_S0081,7
SWAN_SWAN_IN_4,12:50:00,12:50:00,SWAN_S0082,8
SWAN_SWAN_IN_4,12:51:00,12:51:00,SWAN_S0083,9
SWAN_SWAN_IN_4,12:52:00,12:52:00,SWAN_S0084,10
SWAN_SWAN_IN_4,12:53:00,12:53:00,SWAN_S0085,11
SWAN_SWAN_IN_4,12:54:00,12:54:00,SWAN_S0086,12
SWAN_SWAN_IN_4,12:55:00,12:55:00,SWAN_S0087,13
SWAN_SWAN_IN_4,12:55:00,12:55:00,SWAN_S0088,14
SWAN_SWAN_IN_4,12:56:00,12:56:00,SWAN_S0089,15
SWAN_SWAN_IN_4,12:57:00,12:57:00,SWAN_S0090,16
SWAN_SWAN_IN_4,12:58:00,12:58:00,SWAN_S0091,17
SWAN_SWAN_IN_4,12:59:00,12:59:00,SWAN_S0092,18
SWAN_SWAN_IN_4,13:00:00,13:00:00,SWAN_S0093,19
SWAN_SWAN_IN_4,13:01:00,13:01:00,SWAN_S0094,20
SWAN_SWAN_IN_4,13:03:00,13:03:00,SWAN_S0095,21
SWAN_SWAN_IN_4,13:03:00,13:03:00,SWAN_S0096,22
SWAN_SWAN_IN_4,13:05:00,13:05:00,SWAN_S0097,23
SWAN_SWAN_IN_4,13:06:00,13:06:00,SWAN_S0098,24
SWAN_SWAN_IN_4,13:12:00,13:12:00,SWAN_S0099,25
SWAN_SWAN_IN_4,13:13:00,13:13:00,SWAN_S0100,26
SWAN_SWAN_IN_4,13:15:00,13:15:00,SWAN_S0101,27
SWAN_SWAN_IN_4,13:16:00,13:16:00,SWAN_S0102,28
SWAN_SWAN_IN_4,13:21:00,13:21:00,SWAN_S0103,29
SWAN_SWAN_IN_4,13:22:00,13:22:00,SWAN_S0104,30
SWAN_SWAN_IN_4,13:24:00,13:24:00,SWAN_S0105,31
SWAN_SWAN_IN_4,13:25:00,13:25:00,SWAN_S0106,32
SWAN_SWAN_IN_4,13:26:00,13:26:00,SWAN_S0107,33
SWAN_SWAN_IN_4,13:27:00,13:27:00,SWAN_S0108,34
SWAN_SWAN_IN_4,13:28:00,13:28:00,SWAN_S0066,35
SWAN_SWAN_IN_4,13:29:00,13:29:00,SWAN_S0067,36
SWAN_SWAN_IN_4,13:31:00,13:31:00,SWAN_S0109,37
SWAN_SWAN_IN_4,13:33:00,13:33:00,SWAN_S0110,38
SWAN_SWAN_IN_4,13:38:00,13:38:00,SWAN_S0001,39
SWAN_SWAN_IN_4,13:49:00,13:49:00,SWAN_S0001,40
SWAN_SWAN_IN_4,13:50:00,13:50:00,SWAN_S0111,41
SWAN_SWAN_IN_4,13:51:00,13:51:00,SWAN_S0112,42
SWAN_SWAN_IN_4,13:53:00,13:53:00,SWAN_S0074,43
SWAN_SWAN_IN_4,13:54:00,13:54:00,SWAN_S0053,44
SWAN_SWAN_IN_4,13:55:00,13:55:00,SWAN_S0113,45
SWAN_SWAN_IN_4,13:56:00,13:56:00,SWAN_S0114,46
SWAN_SWAN_IN_4,13:57:00,13:57:00,SWAN_S0115,47
SWAN_SWAN_IN_4,14:00:00,14:00:00,SWAN_S0116,48
SWAN_SWAN_IN_4,14:01:00,14:01:00,SWAN_S0117,49
SWAN_SWAN_IN_4,14:02:00,14:02:00,SWAN_S0118,50
SWAN_SWAN_IN_4,14:03:00,14:03:00,SWAN_S0119,51
SWAN_SWAN_IN_4,14:04:00,14:04:00,SWAN_S0120,52
SWAN_SWAN_IN_4,14:06:00,14:06:00,SWAN_S0121,53
SWAN_SWAN_IN_4,14:09:00,14:09:00,SWAN_S0122,54
SWAN_SWAN_IN_4,14:13:00,14:13:00,SWAN_S0123,55
SWAN_SWAN_IN_4,14:16:00,14:16:00,SWAN_S0124,56
SWAN_SWAN_IN_4,14:18:00,14:18:00,SWAN_S0125,57
SWAN_SWAN_IN_4,14:20:00,14:20:00,SWAN_S0126,58
SWAN_SWAN_IN_4,14:21:00,14:21:00,SWAN_S0127,59
SWAN_SWAN_IN_4,14:27:00,14:27:00,SWAN_S0076,60
SWAN_SWAN_IN_5,14:27:00,14:27:00,SWAN_S0076,1
SWAN_SWAN_IN_5,14:27:00,14:27:00,SWAN_S0036,2
SWAN_SWAN_IN_5,14:30:00,14:30:00,SWAN_S0077,3
SWAN_SWAN_IN_5,14:31:00,14:31:00,SWAN_S0078,4
SWAN_SWAN_IN_5,14:32:00,14:32:00,SWAN_S0079,5
SWAN_SWAN_IN_5,14:33:00,14:33:00,SWAN_S0080,6
SWAN_SWAN_IN_5,14:34:00,14:34:00,SWAN_S0081,7
SWAN_SWAN_IN_5,14:34:00,14:34:00,SWAN_S0082,8
SWAN_SWAN_IN_5,14:35:00,14:35:00,SWAN_S0083,9
SWAN_SWAN_IN_5,14:36:00,14:36:00,SWAN_S0084,10
SWAN_SWAN_IN_5,14:37:00,14:37:00,SWAN_S0085,11
SWAN_SWAN_IN_5,14:38:00,14:38:00,SWAN_S0086,12
SWAN_SWAN_IN_5,14:39:00,14:39:00,SWAN_S0087,13
SWAN_SWAN_IN_5,14:39:00,14:39:00,SWAN_S0088,14
SWAN_SWAN_IN_5,14:40:00,14:40:00,SWAN_S0089,15
SWAN_SWAN_IN_5,14:41:00,14:41:00,SWAN_S0090,16
SWAN_SWAN_IN_5,14:42:00,14:42:00,SWAN_S0091,17
SWAN_SWAN_IN_5,14:43:00,14:43:00,SWAN_S0092,18
SWAN_SWAN_IN_5,14:44:00,14:44:00,SWAN_S0093,19
SWAN_SWAN_IN_5,14:45:00,14:45:00,SWAN_S0094,20
SWAN_SWAN_IN_5,14:47:00,14:47:00,SWAN_S0095,21
SWAN_SWAN_IN_5,14:47:00,14:47:00,SWAN_S0096,22
SWAN_SWAN_IN_5,14:49:00,14:49:00,SWAN_S0097,23
SWAN_SWAN_IN_5,14:50:00,14:50:00,SWAN_S0098,24
SWAN_SWAN_IN_5,14:56:00,14:56:00,SWAN_S0099,25
SWAN_SWAN_IN_5,14:57:00,14:57:00,SWAN_S0100,26
SWAN_SWAN_IN_5,14:59:00,14:59:00,SWAN_S0101,27
SWAN_SWAN_IN_5,15:00:00,15:00:00,SWAN_S0102,28
SWAN_SWAN_IN_5,15:05:00,15:05:00,SWAN_S0103,29
SWAN_SWAN_IN_5,15:06:00,15:06:00,SWAN_S0104,30
SWAN_SWAN_IN_5,15:08:00,15:08:00,SWAN_S0105,31
SWAN_SWAN_IN_5,15:09:00,15:09:00,SWAN_S0106,32
SWAN_SWAN_IN_5,15:10:00,15:10:00,SWAN_S0107,33
SWAN_SWAN_IN_5,15:11:00,15:11:00,SWAN_S0108,34
SWAN_SWAN_IN_5,15:12:00,15:12:00,SWAN_S0066,35
SWAN_SWAN_IN_5,15:13:00,15:13:00,SWAN_S0067,36
SWAN_SWAN_IN_5,15:15:00,15:15:00,SWAN_S0109,37
SWAN_SWAN_IN_5,15:17:00,15:17:00,SWAN_S0110,38
SWAN_SWAN_IN_5,15:22:00,15:22:00,SWAN_S0001,39
SWAN_SWAN_IN_5,15:37:00,15:37:00,SWAN_S0001,40
SWAN_SWAN_IN_5,15:38:00,15:38:00,SWAN_S0111,41
SWAN_SWAN_IN_5,15:39:00,15:39:00,SWAN_S0112,42
SWAN_SWAN_IN_5,15:41:00,15:41:00,SWAN_S0074,43
SWAN_SWAN_IN_5,15:42:00,15:42:00,SWAN_S0053,44
SWAN_SWAN_IN_5,15:43:00,15:43:00,SWAN_S0113,45
SWAN_SWAN_IN_5,15:44:00,15:44:00,SWAN_S0114,46
SWAN_SWAN_IN_5,15:45:00,15:45:00,SWAN_S0115,47
SWAN_SWAN_IN_5,15:48:00,15:48:00,SWAN_S0116,48
SWAN_SWAN_IN_5,15:49:00,15:49:00,SWAN_S0117,49
SWAN_SWAN_IN_5,15:50:00,15:50:00,SWAN_S0118,50
SWAN_SWAN_IN_5,15:51:00,15:51:00,SWAN_S0119,51
SWAN_SWAN_IN_5,15:52:00,15:52:00,SWAN_S0120,52
SWAN_SWAN_IN_5,15:54:00,15:54:00,SWAN_S0121,53
SWAN_SWAN_IN_5,15:57:00,15:57:00,SWAN_S0122,54
SWAN_SWAN_IN_5,16:01:00,16:01:00,SWAN_S0123,55
SWAN_SWAN_IN_5,16:04:00,16:04:00,SWAN_S0124,56
SWAN_SWAN_IN_5,16:06:00,16:06:00,SWAN_S0125,57
SWAN_SWAN_IN_5,16:08:00,16:08:00,SWAN_S0126,58
SWAN_SWAN_IN_5,16:09:00,16:09:00,SWAN_S0127,59
SWAN_SWAN_IN_5,16:14:00,16:14:00,SWAN_S0076,60
SWAN_SWAN_IN_6,16:14:00,16:14:00,SWAN_S0076,1
SWAN_SWAN_IN_6,16:14:00,16:14:00,SWAN_S0036,2
SWAN_SWAN_IN_6,16:17:00,16:17:00,SWAN_S0077,3
SWAN_SWAN_IN_6,16:18:00,16:18:00,SWAN_S0078,4
SWAN_SWAN_IN_6,16:19:00,16:19:00,SWAN_S0079,5
SWAN_SWAN_IN_6,16:20:00,16:20:00,SWAN_S0080,6
SWAN_SWAN_IN_6,16:21:00,16:21:00,SWAN_S0081,7
SWAN_SWAN_IN_6,16:21:00,16:21:00,SWAN_S0082,8
SWAN_SWAN_IN_6,16:22:00,16:22:00,SWAN_S0083,9
SWAN_SWAN_IN_6,16:23:00,16:23:00,SWAN_S0084,10
SWAN_SWAN_IN_6,16:24:00,16:24:00,SWAN_S0085,11
SWAN_SWAN_IN_6,16:25:00,16:25:00,SWAN_S0086,12
SWAN_SWAN_IN_6,16:26:00,16:26:00,SWAN_S0087,13
SWAN_SWAN_IN_6,16:26:00,16:26:00,SWAN_S0088,14
SWAN_SWAN_IN_6,16:27:00,16:27:00,SWAN_S0089,15
SWAN_SWAN_IN_6,16:28:00,16:28:00,SWAN_S0090,16
SWAN_SWAN_IN_6,16:29:00,16:29:00,SWAN_S0091,17
SWAN_SWAN_IN_6,16:30:00,16:30:00,SWAN_S0092,18
SWAN_SWAN_IN_6,16:31:00,16:31:00,SWAN_S0093,19
SWAN_SWAN_IN_6,16:32:00,16:32:00,SWAN_S0094,20
SWAN_SWAN_IN_6,16:34:00,16:34:00,SWAN_S0095,21
SWAN_SWAN_IN_6,16:34:00,16:34:00,SWAN_S0096,22
SWAN_SWAN_IN_6,16:36:00,16:36:00,SWAN_S0097,23
SWAN_SWAN_IN_6,16:37:00,16:37:00,SWAN_S0098,24
SWAN_SWAN_IN_6,16:43:00,16:43:00,SWAN_S0099,25
SWAN_SWAN_IN_6,16:44:00,16:44:00,SWAN_S0100,26
SWAN_SWAN_IN_6,16:46:00,16:46:00,SWAN_S0101,27
SWAN_SWAN_IN_6,16:47:00,16:47:00,SWAN_S0102,28
SWAN_SWAN_IN_6,16:52:00,16:52:00,SWAN_S0103,29
SWAN_SWAN_IN_6,16:53:00,16:53:00,SWAN_S0104,30
SWAN_SWAN_IN_6,16:55:00,16:55:00,SWAN_S0105,31
SWAN_SWAN_IN_6,16:56:00,16:56:00,SWAN_S0106,32
SWAN_SWAN_IN_6,16:57:00,16:57:00,SWAN_S0107,33
SWAN_SWAN_IN_6,16:58:00,16:58:00,SWAN_S0108,34
SWAN_SWAN_IN_6,16:59:00,16:59:00,SWAN_S0066,35
SWAN_SWAN_IN_6,17:00:00,17:00:00,SWAN_S0067,36
SWAN_SWAN_IN_6,17:02:00,17:02:00,SWAN_S0109,37
SWAN_SWAN_IN_6,17:04:00,17:04:00,SWAN_S0110,38
SWAN_SWAN_IN_6,17:09:00,17:09:00,SWAN_S0001,39
SWAN_SWAN_IN_6,17:24:00,17:24:00,SWAN_S0001,40
SWAN_SWAN_IN_6,17:25:00,17:25:00,SWAN_S0111,41
SWAN_SWAN_IN_6,17:26:00,17:26:00,SWAN_S0112,42
SWAN_SWAN_IN_6,17:28:00,17:28:00,SWAN_S0074,43
SWAN_SWAN_IN_6,17:29:00,17:29:00,SWAN_S0053,44
SWAN_SWAN_IN_6,17:30:00,17:30:00,SWAN_S0113,45
SWAN_SWAN_IN_6,17:31:00,17:31:00,SWAN_S0114,46
SWAN_SWAN_IN_6,17:32:00,17:32:00,SWAN_S0115,47
SWAN_SWAN_IN_6,17:35:00,17:35:00,SWAN_S0116,48
SWAN_SWAN_IN_6,17:36:00,17:36:00,SWAN_S0117,49
SWAN_SWAN_IN_6,17:37:00,17:37:00,SWAN_S0118,50
SWAN_SWAN_IN_6,17:38:00,17:38:00,SWAN_S0119,51
SWAN_SWAN_IN_6,17:39:00,17:39:00,SWAN_S0120,52
SWAN_SWAN_IN_6,17:41:00,17:41:00,SWAN_S0121,53
SWAN_SWAN_IN_6,17:45:00,17:45:00,SWAN_S0122,54
SWAN_SWAN_IN_6,17:46:00,17:46:00,SWAN_S0124,55
SWAN_SWAN_IN_6,17:48:00,17:48:00,SWAN_S0125,56
SWAN_SWAN_IN_6,17:50:00,17:50:00,SWAN_S0126,57
SWAN_SWAN_IN_6,17:51:00,17:51:00,SWAN_S0127,58
SWAN_SWAN_IN_6,17:57:00,17:57:00,SWAN_S0076,59
SWAN_SWAN_IN_7,18:01:00,18:01:00,SWAN_S0076,1
SWAN_SWAN_IN_7,18:01:00,18:01:00,SWAN_S0036,2
SWAN_SWAN_IN_7,18:04:00,18:04:00,SWAN_S0077,3
SWAN_SWAN_IN_7,18:05:00,18:05:00,SWAN_S0078,4
SWAN_SWAN_IN_7,18:06:00,18:06:00,SWAN_S0079,5
SWAN_SWAN_IN_7,18:07:00,18:07:00,SWAN_S0080,6
SWAN_SWAN_IN_7,18:08:00,18:08:00,SWAN_S0081,7
SWAN_SWAN_IN_7,18:08:00,18:08:00,SWAN_S0082,8
SWAN_SWAN_IN_7,18:09:00,18:09:00,SWAN_S0083,9
SWAN_SWAN_IN_7,18:10:00,18:10:00,SWAN_S0084,10
SWAN_SWAN_IN_7,18:11:00,18:11:00,SWAN_S0085,11
SWAN_SWAN_IN_7,18:12:00,18:12:00,SWAN_S0086,12
SWAN_SWAN_IN_7,18:13:00,18:13:00,SWAN_S0087,13
SWAN_SWAN_IN_7,18:13:00,18:13:00,SWAN_S0088,14
SWAN_SWAN_IN_7,18:14:00,18:14:00,SWAN_S0089,15
SWAN_SWAN_IN_7,18:15:00,18:15:00,SWAN_S0090,16
SWAN_SWAN_IN_7,18:16:00,18:16:00,SWAN_S0091,17
SWAN_SWAN_IN_7,18:17:00,18:17:00,SWAN_S0092,18
SWAN_SWAN_IN_7,18:18:00,18:18:00,SWAN_S0093,19
SWAN_SWAN_IN_7,18:19:00,18:19:00,SWAN_S0094,20
SWAN_SWAN_IN_7,18:21:00,18:21:00,SWAN_S0095,21
SWAN_SWAN_IN_7,18:21:00,18:21:00,SWAN_S0096,22
SWAN_SWAN_IN_7,18:23:00,18:23:00,SWAN_S0097,23
SWAN_SWAN_IN_7,18:24:00,18:24:00,SWAN_S0098,24
SWAN_SWAN_IN_7,18:30:00,18:30:00,SWAN_S0099,25
SWAN_SWAN_IN_7,18:31:00,18:31:00,SWAN_S0100,26
SWAN_SWAN_IN_7,18:33:00,18:33:00,SWAN_S0101,27
SWAN_SWAN_IN_7,18:34:00,18:34:00,SWAN_S0102,28
SWAN_SWAN_IN_7,18:39:00,18:39:00,SWAN_S0103,29
SWAN_SWAN_IN_7,18:40:00,18:40:00,SWAN_S0104,30
SWAN_SWAN_IN_7,18:42:00,18:42:00,SWAN_S0105,31
SWAN_SWAN_IN_7,18:43:00,18:43:00,SWAN_S0106,32
SWAN_SWAN_IN_7,18:44:00,18:44:00,SWAN_S0107,33
SWAN_SWAN_IN_7,18:45:00,18:45:00,SWAN_S0108,34
SWAN_SWAN_IN_7,18:46:00,18:46:00,SWAN_S0066,35
SWAN_SWAN_IN_7,18:47:00,18:47:00,SWAN_S0067,36
SWAN_SWAN_IN_7,18:49:00,18:49:00,SWAN_S0109,37
SWAN_SWAN_IN_7,18:51:00,18:51:00,SWAN_S0110,38
SWAN_SWAN_IN_7,18:56:00,18:56:00,SWAN_S0001,39
SWAN_SWAN_IN_7,19:06:00,19:06:00,SWAN_S0001,40
SWAN_SWAN_IN_7,19:07:00,19:07:00,SWAN_S0111,41
SWAN_SWAN_IN_7,19:08:00,19:08:00,SWAN_S0112,42
SWAN_SWAN_IN_7,19:10:00,19:10:00,SWAN_S0074,43
SWAN_SWAN_IN_7,19:11:00,19:11:00,SWAN_S0053,44
SWAN_SWAN_IN_7,19:12:00,19:12:00,SWAN_S0113,45
SWAN_SWAN_IN_7,19:13:00,19:13:00,SWAN_S0114,46
SWAN_SWAN_IN_7,19:14:00,19:14:00,SWAN_S0115,47
SWAN_SWAN_IN_7,19:17:00,19:17:00,SWAN_S0116,48
SWAN_SWAN_IN_7,19:18:00,19:18:00,SWAN_S0117,49
SWAN_SWAN_IN_7,19:19:00,19:19:00,SWAN_S0118,50
SWAN_SWAN_IN_7,19:20:00,19:20:00,SWAN_S0119,51
SWAN_SWAN_IN_7,19:21:00,19:21:00,SWAN_S0120,52
SWAN_SWAN_IN_7,19:23:00,19:23:00,SWAN_S0121,53
SWAN_SWAN_IN_7,19:26:00,19:26:00,SWAN_S0122,54
SWAN_SWAN_IN_7,19:27:00,19:27:00,SWAN_S0124,55
